;;;;;;;;;;;;;;;;;;;;;;;;
Report Generated From Altium Designer;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;TIM12_CH2;;;;;;;;;;;;;;;;;;;;;;
;;/OTG_HS_;;;;;;;;;;;;;;;;;;;;;;
;;DP // FT;;;;;;;;;;;;;;;;;;;;;;
55;;PD8 //;;;;;55;;;Passive;;1;;True;;True;;PD8 // FSMC_D13 /;;;0mm;;;
;;FSMC_D13;;;;;;;;;;;;;;;;USART3_TX // FT;;;;;;
;;/USART3_T;;;;;;;;;;;;;;;;;;;;;;
;;X // FT;;;;;;;;;;;;;;;;;;;;;;
56;;PD9 //;;;;;56;;;Passive;;1;;True;;True;;PD9 // FSMC_D14 /;;;0mm;;;
;;FSMC_D14;;;;;;;;;;;;;;;;USART3_RX // FT;;;;;;
;;/USART3_R;;;;;;;;;;;;;;;;;;;;;;
;;X // FT;;;;;;;;;;;;;;;;;;;;;;
57;;PD10 //;;;;;57;;;Passive;;1;;True;;True;;PD10 // FSMC_D15;;;0mm;;;
;;FSMC_D15;;;;;;;;;;;;;;;;/ USART3_CK // FT;;;;;;
;;/USART3_C;;;;;;;;;;;;;;;;;;;;;;
;;K // FT;;;;;;;;;;;;;;;;;;;;;;
58;;PD11 //;;;;;58;;;Passive;;1;;True;;True;;PD11 //;;;0mm;;;
;;FSMC_CLE;;;;;;;;;;;;;;;;FSMC_CLE /;;;;;;
;;/;;;;;;;;;;;;;;;;FSMC_A16 /;;;;;;
;;FSMC_A16;;;;;;;;;;;;;;;;USART3_CTS // FT;;;;;;
;;/USART3_C;;;;;;;;;;;;;;;;;;;;;;
;;TS // FT;;;;;;;;;;;;;;;;;;;;;;
59;;PD12 //;;;;;59;;;Passive;;1;;True;;True;;PD12 //;;;0mm;;;
;;FSMC_ALE;;;;;;;;;;;;;;;;FSMC_ALE /;;;;;;
;;/;;;;;;;;;;;;;;;;FSMC_A17 /;;;;;;
;;FSMC_A17;;;;;;;;;;;;;;;;TIM4_CH1 /;;;;;;
;;/ TIM4_CH1;;;;;;;;;;;;;;;;USART3_RTS // FT;;;;;;
;;/USART3_R;;;;;;;;;;;;;;;;;;;;;;
;;TS // FT;;;;;;;;;;;;;;;;;;;;;;
60;;PD13 //;;;;;60;;;Passive;;1;;True;;True;;PD13 // FSMC_A18;;;0mm;;;
;;FSMC_A18;;;;;;;;;;;;;;;;/ TIM4_CH2 // FT;;;;;;
;;/ TIM4_CH2;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
вторник 23-окт-23.2018   7:48:44 PM;;;;;;;;;;;;;;;;;;;;;;;Page 6 of 11;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
61;;PD14 //;;;;;61;;;Passive;;1;;True;;True;;PD14 // FSMC_D0 /;;;0mm;;;
;;FSMC_D0 /;;;;;;;;;;;;;;;;TIM4_CH3 // FT;;;;;;
;;TIM4_CH3;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
62;;PD15 //;;;;;62;;;Passive;;1;;True;;True;;PD15 // FSMC_D1 /;;;0mm;;;
;;FSMC_D1 /;;;;;;;;;;;;;;;;TIM4_CH4 // FT;;;;;;
;;TIM4_CH4;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
63;;PC6 //;;;;;63;;;Passive;;1;;True;;True;;PC6 // I2S2_MCK /;;;0mm;;;
;;I2S2_MCK /;;;;;;;;;;;;;;;;TIM8_CH1/SDIO_D;;;;;;
;;TIM8_CH1/;;;;;;;;;;;;;;;;6 / USART6_TX /;;;;;;
;;SDIO_D6 /U;;;;;;;;;;;;;;;;DCMI_D0 /;;;;;;
;;SART6_TX;;;;;;;;;;;;;;;;TIM3_CH1 // FT;;;;;;
;;/ DCMI_D0 /;;;;;;;;;;;;;;;;;;;;;;
;;TIM3_CH1;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
64;;PC7 //;;;;;64;;;Passive;;1;;True;;True;;PC7 // I2S3_MCK /;;;0mm;;;
;;I2S3_MCK /;;;;;;;;;;;;;;;;TIM8_CH2 /;;;;;;
;;TIM8_CH2 /;;;;;;;;;;;;;;;;SDIO_D7 /;;;;;;
;;SDIO_D7 /U;;;;;;;;;;;;;;;;USART6_RX /;;;;;;
;;SART6_RX;;;;;;;;;;;;;;;;DCMI_D1 /;;;;;;
;;/ DCMI_D1 /;;;;;;;;;;;;;;;;TIM3_CH2 // FT;;;;;;
;;TIM3_CH2;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
65;;PC8 //;;;;;65;;;Passive;;1;;True;;True;;PC8 // TIM8_CH3 /;;;0mm;;;
;;TIM8_CH3 /;;;;;;;;;;;;;;;;SDIO_D0 /;;;;;;
;;SDIO_D0 /;;;;;;;;;;;;;;;;TIM3_CH3 /;;;;;;
;;TIM3_CH3 /;;;;;;;;;;;;;;;;USART6_CK /;;;;;;
;;USART6_C;;;;;;;;;;;;;;;;DCMI_D2 // FT;;;;;;
;;K /;;;;;;;;;;;;;;;;;;;;;;
;;DCMI_D2 //;;;;;;;;;;;;;;;;;;;;;;
;;FT;;;;;;;;;;;;;;;;;;;;;;
66;;PC9 //;;;;;66;;;Passive;;1;;True;;True;;PC9 // I2S_CKIN /;;;0mm;;;
;;I2S_CKIN /;;;;;;;;;;;;;;;;MCO2 / TIM8_CH4;;;;;;
;;MCO2 /;;;;;;;;;;;;;;;;/ SDIO_D1 /;;;;;;
;;TIM8_CH4 /;;;;;;;;;;;;;;;;I2C3_SDA /;;;;;;
;;SDIO_D1 /;;;;;;;;;;;;;;;;DCMI_D3 /;;;;;;
;;I2C3_SDA /;;;;;;;;;;;;;;;;TIM3_CH4 // FT;;;;;;
;;DCMI_D3 /;;;;;;;;;;;;;;;;;;;;;;
;;TIM3_CH4;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
67;;PA8 //;;;;;67;;;Passive;;1;;True;;True;;PA8 // MCO1 /;;;0mm;;;
;;MCO1 /USA;;;;;;;;;;;;;;;;USART1_CK /;;;;;;
;;RT1_CK /;;;;;;;;;;;;;;;;TIM1_CH1 /;;;;;;
;;TIM1_CH1 /;;;;;;;;;;;;;;;;I2C3_SCL /;;;;;;
;;I2C3_SCL /;;;;;;;;;;;;;;;;OTG_FS_SOF //;;;;;;
;;OTG_FS_S;;;;;;;;;;;;;;;;FT;;;;;;
;;OF // FT;;;;;;;;;;;;;;;;;;;;;;
68;;PA9 //USAR;;;;;68;;;Passive;;1;;True;;True;;PA9 // USART1_TX;;;0mm;;;
;;T1_TX /;;;;;;;;;;;;;;;;/ TIM1_CH2 /;;;;;;
;;TIM1_CH2 /;;;;;;;;;;;;;;;;I2C3_SMBA /;;;;;;
;;I2C3_SMBA;;;;;;;;;;;;;;;;DCMI_D0 //;;;;;;
;;/ DCMI_D0;;;;;;;;;;;;;;;;OTG_FS_VBUS //;;;;;;
;;//OTG_FS_;;;;;;;;;;;;;;;;FT;;;;;;
;;VBUS // FT;;;;;;;;;;;;;;;;;;;;;;
69;;PA10 //USA;;;;;69;;;Passive;;1;;True;;True;;PA10 //;;;0mm;;;
;;RT1_RX /;;;;;;;;;;;;;;;;USART1_RX /;;;;;;
;;TIM1_CH3 /;;;;;;;;;;;;;;;;TIM1_CH3 /;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
вторник 23-окт-23.2018   7:48:44 PM;;;;;;;;;;;;;;;;;;;;;;;Page 7 of 11;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;OTG_FS_ID;;;;;;;;;;;;;;;;OTG_FS_ID /;;;;;;
;;/ DCMI_D1;;;;;;;;;;;;;;;;DCMI_D1 // FT;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
70;;PA11 //USA;;;;;70;;;Passive;;1;;True;;True;;PA11 //;;;0mm;;;
;;RT1_CTS /;;;;;;;;;;;;;;;;USART1_CTS /;;;;;;
;;CAN1_RX /;;;;;;;;;;;;;;;;CAN1_RX /;;;;;;
;;TIM1_CH4 /;;;;;;;;;;;;;;;;TIM1_CH4 /;;;;;;
;;OTG_FS_D;;;;;;;;;;;;;;;;OTG_FS_DM // FT;;;;;;
;;M // FT;;;;;;;;;;;;;;;;;;;;;;
71;;PA12 //USA;;;;;71;;;Passive;;1;;True;;True;;PA12 //;;;0mm;;;
;;RT1_RTS /;;;;;;;;;;;;;;;;USART1_RTS /;;;;;;
;;CAN1_TX /;;;;;;;;;;;;;;;;CAN1_TX /;;;;;;
;;TIM1_ETR /;;;;;;;;;;;;;;;;TIM1_ETR /;;;;;;
;;OTG_FS_D;;;;;;;;;;;;;;;;OTG_FS_DP // FT;;;;;;
;;P // FT;;;;;;;;;;;;;;;;;;;;;;
72;;PA13 //JTM;;;;;72;;;Passive;;1;;True;;True;;PA13 //;;;0mm;;;
;;S-SWDIO //;;;;;;;;;;;;;;;;JTMS-SWDIO // FT;;;;;;
;;FT;;;;;;;;;;;;;;;;;;;;;;
73;;VCAP_2 //;;;;;73;;;Passive;;1;;True;;True;;VCAP_2 // FT;;;0mm;;;
;;FT;;;;;;;;;;;;;;;;;;;;;;
74;;VSS;;;;;74;;;Passive;;1;;True;;True;;VSS;;;0mm;;;
75;;VDD;;;;;75;;;Passive;;1;;True;;True;;VDD;;;0mm;;;
76;;PA14 //JTC;;;;;76;;;Passive;;1;;True;;True;;PA14 //;;;0mm;;;
;;K-SWCLK //;;;;;;;;;;;;;;;;JTCK-SWCLK // FT;;;;;;
;;FT;;;;;;;;;;;;;;;;;;;;;;
77;;PA15 //;;;;;77;;;Passive;;1;;True;;True;;PA15 // JTDI /;;;0mm;;;
;;JTDI /;;;;;;;;;;;;;;;;SPI3_NSS /;;;;;;
;;SPI3_NSS /;;;;;;;;;;;;;;;;I2S3_WS /;;;;;;
;;I2S3_WS /T;;;;;;;;;;;;;;;;TIM2_CH1_ETR /;;;;;;
;;IM2_CH1_E;;;;;;;;;;;;;;;;SPI1_NSS // FT;;;;;;
;;TR /;;;;;;;;;;;;;;;;;;;;;;
;;SPI1_NSS;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
78;;PC10 //;;;;;78;;;Passive;;1;;True;;True;;PC10 // SPI3_SCK;;;0mm;;;
;;SPI3_SCK /;;;;;;;;;;;;;;;;/ I2S3_CK /;;;;;;
;;I2S3_CK /;;;;;;;;;;;;;;;;UART4_TX /;;;;;;
;;UART4_TX;;;;;;;;;;;;;;;;SDIO_D2 /;;;;;;
;;/ SDIO_D2 /;;;;;;;;;;;;;;;;DCMI_D8 /;;;;;;
;;DCMI_D8 /;;;;;;;;;;;;;;;;USART3_TX // FT;;;;;;
;;USART3_T;;;;;;;;;;;;;;;;;;;;;;
;;X // FT;;;;;;;;;;;;;;;;;;;;;;
79;;PC11 //;;;;;79;;;Passive;;1;;True;;True;;PC11 // UART4_RX;;;0mm;;;
;;UART4_RX;;;;;;;;;;;;;;;;/ SPI3_MISO /;;;;;;
;;/;;;;;;;;;;;;;;;;SDIO_D3 /;;;;;;
;;SPI3_MISO;;;;;;;;;;;;;;;;DCMI_D4 /;;;;;;
;;/ SDIO_D3 /;;;;;;;;;;;;;;;;USART3_RX /;;;;;;
;;DCMI_D4 /;;;;;;;;;;;;;;;;I2S3ext_SD // FT;;;;;;
;;USART3_R;;;;;;;;;;;;;;;;;;;;;;
;;X /;;;;;;;;;;;;;;;;;;;;;;
;;I2S3ext_SD;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
80;;PC12 //;;;;;80;;;Passive;;1;;True;;True;;PC12 // UART5_TX;;;0mm;;;
;;UART5_TX;;;;;;;;;;;;;;;;/ SDIO_CK /;;;;;;
;;/ SDIO_CK /;;;;;;;;;;;;;;;;DCMI_D9 /;;;;;;
;;DCMI_D9 /;;;;;;;;;;;;;;;;SPI3_MOSI /;;;;;;
;;SPI3_MOSI;;;;;;;;;;;;;;;;I2S3_SD /;;;;;;
;;/ I2S3_SD /;;;;;;;;;;;;;;;;USART3_CK // FT;;;;;;
;;USART3_C;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
вторник 23-окт-23.2018   7:48:44 PM;;;;;;;;;;;;;;;;;;;;;;;Page 8 of 11;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;K // FT;;;;;;;;;;;;;;;;;;;;;;
81;;PD0 //;;;;;81;;;Passive;;1;;True;;True;;PD0 // FSMC_D2 /;;;0mm;;;
;;FSMC_D2 /;;;;;;;;;;;;;;;;CAN1_RX // FT;;;;;;
;;CAN1_RX //;;;;;;;;;;;;;;;;;;;;;;
;;FT;;;;;;;;;;;;;;;;;;;;;;
82;;PD1 //;;;;;82;;;Passive;;1;;True;;True;;PD1 // FSMC_D3 /;;;0mm;;;
;;FSMC_D3 /;;;;;;;;;;;;;;;;CAN1_TX // FT;;;;;;
;;CAN1_TX //;;;;;;;;;;;;;;;;;;;;;;
;;FT;;;;;;;;;;;;;;;;;;;;;;
83;;PD2 //;;;;;83;;;Passive;;1;;True;;True;;PD2 // TIM3_ETR /;;;0mm;;;
;;TIM3_ETR /;;;;;;;;;;;;;;;;UART5_RX /;;;;;;
;;UART5_RX;;;;;;;;;;;;;;;;SDIO_CMD /;;;;;;
;;/;;;;;;;;;;;;;;;;DCMI_D11 // FT;;;;;;
;;SDIO_CMD;;;;;;;;;;;;;;;;;;;;;;
;;/ DCMI_D11;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
84;;PD3 //;;;;;84;;;Passive;;1;;True;;True;;PD3 // FSMC_CLK;;;0mm;;;
;;FSMC_CLK;;;;;;;;;;;;;;;;/ USART2_CTS //;;;;;;
;;/USART2_C;;;;;;;;;;;;;;;;FT;;;;;;
;;TS // FT;;;;;;;;;;;;;;;;;;;;;;
85;;PD4 //;;;;;85;;;Passive;;1;;True;;True;;PD4 // FSMC_NOE;;;0mm;;;
;;FSMC_NOE;;;;;;;;;;;;;;;;/ USART2_RTS //;;;;;;
;;/USART2_R;;;;;;;;;;;;;;;;FT;;;;;;
;;TS // FT;;;;;;;;;;;;;;;;;;;;;;
86;;PD5 //FSM;;;;;86;;;Passive;;1;;True;;True;;PD5 // FSMC_NWE;;;0mm;;;
;;C_NWE /U;;;;;;;;;;;;;;;;/ USART2_TX // FT;;;;;;
;;SART2_TX;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
87;;PD6 //FSM;;;;;87;;;Passive;;1;;True;;True;;PD6 //;;;0mm;;;
;;C_NWAIT /;;;;;;;;;;;;;;;;FSMC_NWAIT /;;;;;;
;;USART2_R;;;;;;;;;;;;;;;;USART2_RX // FT;;;;;;
;;X // FT;;;;;;;;;;;;;;;;;;;;;;
88;;PD7 //USAR;;;;;88;;;Passive;;1;;True;;True;;PD7 //;;;0mm;;;
;;T2_CK /;;;;;;;;;;;;;;;;USART2_CK /;;;;;;
;;FSMC_NE1;;;;;;;;;;;;;;;;FSMC_NE1 /;;;;;;
;;/FSMC_NC;;;;;;;;;;;;;;;;FSMC_NCE2 // FT;;;;;;
;;E2 // FT;;;;;;;;;;;;;;;;;;;;;;
89;;PB3 //;;;;;89;;;Passive;;1;;True;;True;;PB3 // JTDO /;;;0mm;;;
;;JTDO /TRA;;;;;;;;;;;;;;;;TRACESWO /;;;;;;
;;CESWO /;;;;;;;;;;;;;;;;SPI3_SCK /;;;;;;
;;SPI3_SCK /;;;;;;;;;;;;;;;;I2S3_CK /;;;;;;
;;I2S3_CK /;;;;;;;;;;;;;;;;TIM2_CH2 /;;;;;;
;;TIM2_CH2 /;;;;;;;;;;;;;;;;SPI1_SCK // FT;;;;;;
;;SPI1_SCK;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
90;;PB4 //;;;;;90;;;Passive;;1;;True;;True;;PB4 // NJTRST /;;;0mm;;;
;;NJTRST /;;;;;;;;;;;;;;;;SPI3_MISO /;;;;;;
;;SPI3_MISO;;;;;;;;;;;;;;;;TIM3_CH1 /;;;;;;
;;/ TIM3_CH1;;;;;;;;;;;;;;;;SPI1_MISO /;;;;;;
;;/;;;;;;;;;;;;;;;;I2S3ext_SD // FT;;;;;;
;;SPI1_MISO;;;;;;;;;;;;;;;;;;;;;;
;;/;;;;;;;;;;;;;;;;;;;;;;
;;I2S3ext_SD;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
91;;PB5 //;;;;;91;;;Passive;;1;;True;;True;;PB5 // I2C1_SMBA;;;0mm;;;
;;I2C1_SMBA;;;;;;;;;;;;;;;;/ CAN2_RX /;;;;;;
;;/ CAN2_RX;;;;;;;;;;;;;;;;OTG_HS_ULPI_D7;;;;;;
;;/OTG_HS_;;;;;;;;;;;;;;;;/ ETH_PPS_OUT /;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
вторник 23-окт-23.2018   7:48:44 PM;;;;;;;;;;;;;;;;;;;;;;;Page 9 of 11;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;ULPI_D7 /E;;;;;;;;;;;;;;;;TIM3_CH  2 /;;;;;;
;;TH_PPS_O;;;;;;;;;;;;;;;;SPI1_MOSI /;;;;;;
;;UT /;;;;;;;;;;;;;;;;SPI3_MOSI /;;;;;;
;;TIM3_CH  2;;;;;;;;;;;;;;;;DCMI_D10 /;;;;;;
;;/;;;;;;;;;;;;;;;;I2S3_SD // FT;;;;;;
;;SPI1_MOSI;;;;;;;;;;;;;;;;;;;;;;
;;/;;;;;;;;;;;;;;;;;;;;;;
;;SPI3_MOSI;;;;;;;;;;;;;;;;;;;;;;
;;/ DCMI_D10;;;;;;;;;;;;;;;;;;;;;;
;;/ I2S3_SD //;;;;;;;;;;;;;;;;;;;;;;
;;FT;;;;;;;;;;;;;;;;;;;;;;
92;;PB6 //;;;;;92;;;Passive;;1;;True;;True;;PB6 // I2C1_SCL /;;;0mm;;;
;;I2C1_SCL /;;;;;;;;;;;;;;;;TIM4_CH1 /;;;;;;
;;TIM4_CH1 /;;;;;;;;;;;;;;;;CAN2_TX /;;;;;;
;;CAN2_TX /;;;;;;;;;;;;;;;;DCMI_D5 /;;;;;;
;;DCMI_D5 /;;;;;;;;;;;;;;;;USART1_TX // FT;;;;;;
;;USART1_T;;;;;;;;;;;;;;;;;;;;;;
;;X // FT;;;;;;;;;;;;;;;;;;;;;;
93;;PB7 //;;;;;93;;;Passive;;1;;True;;True;;PB7 // I2C1_SDA /;;;0mm;;;
;;I2C1_SDA /;;;;;;;;;;;;;;;;FSMC_NL /;;;;;;
;;FSMC_NL /;;;;;;;;;;;;;;;;DCMI_VSYNC /;;;;;;
;;DCMI_VSY;;;;;;;;;;;;;;;;USART1_RX /;;;;;;
;;NC /USART;;;;;;;;;;;;;;;;TIM4_CH2 // FT;;;;;;
;;1_RX /;;;;;;;;;;;;;;;;;;;;;;
;;TIM4_CH2;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
94;;BOOT0 //;;;;;94;;;Passive;;1;;True;;True;;BOOT0 // VPP;;;0mm;;;
;;VPP;;;;;;;;;;;;;;;;;;;;;;
95;;PB8 //;;;;;95;;;Passive;;1;;True;;True;;PB8 // TIM4_CH3 /;;;0mm;;;
;;TIM4_CH3 /;;;;;;;;;;;;;;;;SDIO_D4 /;;;;;;
;;SDIO_D4 /;;;;;;;;;;;;;;;;TIM10_CH1 /;;;;;;
;;TIM10_CH1;;;;;;;;;;;;;;;;DCMI_D6 /;;;;;;
;;/ DCMI_D6 /;;;;;;;;;;;;;;;;ETH_MII_TXD3 /;;;;;;
;;ETH_MII_T;;;;;;;;;;;;;;;;I2C1_SCL /;;;;;;
;;XD3 /;;;;;;;;;;;;;;;;CAN1_RX // FT;;;;;;
;;I2C1_SCL /;;;;;;;;;;;;;;;;;;;;;;
;;CAN1_RX //;;;;;;;;;;;;;;;;;;;;;;
;;FT;;;;;;;;;;;;;;;;;;;;;;
96;;PB9 //;;;;;96;;;Passive;;1;;True;;True;;PB9 // SPI2_NSS /;;;0mm;;;
;;SPI2_NSS /;;;;;;;;;;;;;;;;I2S2_WS /;;;;;;
;;I2S2_WS /;;;;;;;;;;;;;;;;TIM4_CH4 /;;;;;;
;;TIM4_CH4 /;;;;;;;;;;;;;;;;TIM11_CH1 /;;;;;;
;;TIM11_CH1;;;;;;;;;;;;;;;;SDIO_D5 /;;;;;;
;;/ SDIO_D5 /;;;;;;;;;;;;;;;;DCMI_D7 /;;;;;;
;;DCMI_D7 /;;;;;;;;;;;;;;;;I2C1_SDA /;;;;;;
;;I2C1_SDA /;;;;;;;;;;;;;;;;CAN1_TX // FT;;;;;;
;;CAN1_TX //;;;;;;;;;;;;;;;;;;;;;;
;;FT;;;;;;;;;;;;;;;;;;;;;;
97;;PE0 //;;;;;97;;;Passive;;1;;True;;True;;PE0 // TIM4_ETR /;;;0mm;;;
;;TIM4_ETR /;;;;;;;;;;;;;;;;FSMC_NBL0 /;;;;;;
;;FSMC_NBL;;;;;;;;;;;;;;;;DCMI_D2 // FT;;;;;;
;;0 /;;;;;;;;;;;;;;;;;;;;;;
;;DCMI_D2 //;;;;;;;;;;;;;;;;;;;;;;
;;FT;;;;;;;;;;;;;;;;;;;;;;
98;;PE1 //FSMC;;;;;98;;;Passive;;1;;True;;True;;PE1 //;;;0mm;;;
;;_NBL1 /;;;;;;;;;;;;;;;;FSMC_NBL1 /;;;;;;
;;DCMI_D3 //;;;;;;;;;;;;;;;;DCMI_D3 // FT;;;;;;
;;FT;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
вторник 23-окт-23.2018   7:48:44 PM;;;;;;;;;;;;;;;;;;;;;;;Page 10 of 11;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
99;;VSS;;;;;99;;;Passive;;1;;True;;True;;VSS;;;0mm;;;
100;;VDD;;;;;100;;;Passive;;1;;True;;True;;VDD;;;0mm;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
вторник 23-окт-23.2018   7:48:44 PM;;;;;;;;;;;;;;;;;;;;;;;Page 11 of 11;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
