;;;;;;;;;;;;;;;;;;;;;;;
Report Generated From Altium Designer;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;;;;Desc;;;LQFP100_A;;;Type;;Owner;Show;;Number;;Name;;Pin/Pkg Length;;
65;;PC8/[TIM8_CH3/TIM3_CH3/COMP3_;;;;;;;65;;;Passive;;1;True;;True;;PC8/[TIM8_CH3/;;0mm;;
;;OUT][*];;;;;;;;;;;;;;;;;TIM3_CH3/COM;;;;
;;;;;;;;;;;;;;;;;;;P3_OUT][*];;;;
66;;PC9/[TIM8_CH4/TIM8_BKIN2/TIM3_;;;;;;;66;;;Passive;;1;True;;True;;PC9/[TIM8_CH4/;;0mm;;
;;CH4/I2S_CKIN/I2C3_SDA][*];;;;;;;;;;;;;;;;;TIM8_BKIN2/TI;;;;
;;;;;;;;;;;;;;;;;;;M3_CH4/I2S_CK;;;;
;;;;;;;;;;;;;;;;;;;IN/I2C3_SDA][*];;;;
67;;PA8/[I2C3_SCL/I2C2_SMBAL/I2S2_;;;;;;;67;;;Passive;;1;True;;True;;PA8/[I2C3_SCL/I;;0mm;;
;;MCK/USART1_CK/TIM1_CH1/TIM4_;;;;;;;;;;;;;;;;;2C2_SMBAL/I2S;;;;
;;ETR/MCO/COMP3_OUT][*];;;;;;;;;;;;;;;;;2_MCK/USART1;;;;
;;;;;;;;;;;;;;;;;;;_CK/TIM1_CH1/;;;;
;;;;;;;;;;;;;;;;;;;TIM4_ETR/MCO/;;;;
;;;;;;;;;;;;;;;;;;;COMP3_OUT][*];;;;
68;;PA9/[I2C3_SMBAL/I2C2_SCL/I2S3_;;;;;;;68;;;Passive;;1;True;;True;;PA9/[I2C3_SMB;;0mm;;
;;MCK/USART1_TX/TIM1_CH2/TIM2_;;;;;;;;;;;;;;;;;AL/I2C2_SCL/I2;;;;
;;CH3/TIM15_BKIN/TSC_G4_IO1/CO;;;;;;;;;;;;;;;;;S3_MCK/USART;;;;
;;MP5_OUT] [*];;;;;;;;;;;;;;;;;1_TX/TIM1_CH2;;;;
;;;;;;;;;;;;;;;;;;;/TIM2_CH3/TIM1;;;;
;;;;;;;;;;;;;;;;;;;;;;;
среда 24-окт-24.2018   12:07:31 PM;;;;;;;;;;;;;;;;;;;;;;;Page 5 of 8
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;;;;Desc;;;LQFP100_A;;;Type;;Owner;Show;;Number;;Name;;Pin/Pkg Length;;
;;;;;;;;;;;;;;;;;;;5_BKIN/TSC_G4;;;;
;;;;;;;;;;;;;;;;;;;_IO1/COMP5_O;;;;
;;;;;;;;;;;;;;;;;;;UT] [*];;;;
69;;PA10/[I2C2_SDA/USART1_RX/TIM1;;;;;;;69;;;Passive;;1;True;;True;;PA10/[I2C2_SD;;0mm;;
;;_CH3/TIM2_CH4/TIM8_BKIN/TIM17_;;;;;;;;;;;;;;;;;A/USART1_RX/T;;;;
;;BKIN/SPI2_MISO/I2S2ext_SD/TSC_;;;;;;;;;;;;;;;;;IM1_CH3/TIM2_;;;;
;;G4_IO2/COMP6_OUT] [*];;;;;;;;;;;;;;;;;CH4/TIM8_BKIN;;;;
;;;;;;;;;;;;;;;;;;;/TIM17_BKIN/SP;;;;
;;;;;;;;;;;;;;;;;;;I2_MISO/I2S2ext;;;;
;;;;;;;;;;;;;;;;;;;_SD/TSC_G4_I;;;;
;;;;;;;;;;;;;;;;;;;O2/COMP6_OU;;;;
;;;;;;;;;;;;;;;;;;;T] [*];;;;
70;;PA11/(USB_DM)[USART1_CTS/CAN;;;;;;;70;;;Passive;;1;True;;True;;PA11/(USB_DM);;0mm;;
;;_RX/TIM1_CH1N/TIM1_CH4/TIM1_B;;;;;;;;;;;;;;;;;[USART1_CTS/;;;;
;;KIN2/TIM4_CH1/SPI2_MOSI/I2S2_S;;;;;;;;;;;;;;;;;CAN_RX/TIM1_;;;;
;;D/COMP1_OUT] [*];;;;;;;;;;;;;;;;;CH1N/TIM1_CH;;;;
;;;;;;;;;;;;;;;;;;;4/TIM1_BKIN2/T;;;;
;;;;;;;;;;;;;;;;;;;IM4_CH1/SPI2_;;;;
;;;;;;;;;;;;;;;;;;;MOSI/I2S2_SD/;;;;
;;;;;;;;;;;;;;;;;;;COMP1_OUT];;;;
;;;;;;;;;;;;;;;;;;;[*];;;;
71;;PA12/(USB_DP)[USART1_RTS/CAN;;;;;;;71;;;Passive;;1;True;;True;;PA12/(USB_DP)[;;0mm;;
;;_TX/TIM1_CH2N/TIM1_ETR/TIM4_C;;;;;;;;;;;;;;;;;USART1_RTS/C;;;;
;;H2/TIM16_CH1/I2SCKIN/COMP2_O;;;;;;;;;;;;;;;;;AN_TX/TIM1_C;;;;
;;UT] [*];;;;;;;;;;;;;;;;;H2N/TIM1_ETR/;;;;
;;;;;;;;;;;;;;;;;;;TIM4_CH2/TIM1;;;;
;;;;;;;;;;;;;;;;;;;6_CH1/I2SCKIN/;;;;
;;;;;;;;;;;;;;;;;;;COMP2_OUT];;;;
;;;;;;;;;;;;;;;;;;;[*];;;;
72;;JTMS/SWDIO -PA13/[USART3_CTS/;;;;;;;72;;;Passive;;1;True;;True;;JTMS/SWDIO -P;;0mm;;
;;TIM4_CH3/TIM16_CH1N/TSC_G4_I;;;;;;;;;;;;;;;;;A13/[USART3_C;;;;
;;O3/IR_OUT] [*];;;;;;;;;;;;;;;;;TS/TIM4_CH3/TI;;;;
;;;;;;;;;;;;;;;;;;;M16_CH1N/TSC;;;;
;;;;;;;;;;;;;;;;;;;_G4_IO3/IR_OU;;;;
;;;;;;;;;;;;;;;;;;;T] [*];;;;
73;;PF6/[I2C2_SCL/USART3_RTS/TIM4;;;;;;;73;;;Passive;;1;True;;True;;PF6/[I2C2_SCL/;;0mm;;
;;_CH4][*];;;;;;;;;;;;;;;;;USART3_RTS/TI;;;;
;;;;;;;;;;;;;;;;;;;M4_CH4][*];;;;
74;;VSS;;;;;;;74;;;Passive;;1;True;;True;;VSS;;0mm;;
75;;VDD;;;;;;;75;;;Passive;;1;True;;True;;VDD;;0mm;;
76;;JTCK/SWCLK -PA14/[I2C1_SDA/US;;;;;;;76;;;Passive;;1;True;;True;;JTCK/SWCLK -P;;0mm;;
;;ART2_TX/TIM8_CH2/TIM1_BKIN/TS;;;;;;;;;;;;;;;;;A14/[I2C1_SDA/;;;;
;;C_G4_IO4] [*];;;;;;;;;;;;;;;;;USART2_TX/TI;;;;
;;;;;;;;;;;;;;;;;;;M8_CH2/TIM1_B;;;;
;;;;;;;;;;;;;;;;;;;KIN/TSC_G4_IO;;;;
;;;;;;;;;;;;;;;;;;;4] [*];;;;
77;;JTDI -PA15/[I2C1_SCL/SPI1_NSS/S;;;;;;;77;;;Passive;;1;True;;True;;JTDI -PA15/[I2C;;0mm;;
;;PI3_NSS/I2S3_WS/USART2_RX/TI;;;;;;;;;;;;;;;;;1_SCL/SPI1_NS;;;;
;;M1_BKIN/TIM2_CH1_ETR/TIM8_CH;;;;;;;;;;;;;;;;;S/SPI3_NSS/I2S;;;;
;;1] [*];;;;;;;;;;;;;;;;;3_WS/USART2_;;;;
;;;;;;;;;;;;;;;;;;;RX/TIM1_BKIN/T;;;;
;;;;;;;;;;;;;;;;;;;IM2_CH1_ETR/T;;;;
;;;;;;;;;;;;;;;;;;;IM8_CH1] [*];;;;
78;;PC10/[SPI3_SCK/I2S3_CK/USART3;;;;;;;78;;;Passive;;1;True;;True;;PC10/[SPI3_SC;;0mm;;
;;_TX/UART4_TX/TIM8_CH1N][*];;;;;;;;;;;;;;;;;K/I2S3_CK/USA;;;;
;;;;;;;;;;;;;;;;;;;RT3_TX/UART4;;;;
;;;;;;;;;;;;;;;;;;;_TX/TIM8_CH1N;;;;
;;;;;;;;;;;;;;;;;;;][*];;;;
;;;;;;;;;;;;;;;;;;;;;;;
среда 24-окт-24.2018   12:07:31 PM;;;;;;;;;;;;;;;;;;;;;;;Page 6 of 8
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;;;;Desc;;;LQFP100_A;;;Type;;Owner;Show;;Number;;Name;;Pin/Pkg Length;;
79;;PC11/[SPI3_MISO/I2S3ext_SD/USA;;;;;;;79;;;Passive;;1;True;;True;;PC11/[SPI3_MIS;;0mm;;
;;RT3_RX/UART4_RX/TIM8_CH2N][*];;;;;;;;;;;;;;;;;O/I2S3ext_SD/U;;;;
;;;;;;;;;;;;;;;;;;;SART3_RX/UAR;;;;
;;;;;;;;;;;;;;;;;;;T4_RX/TIM8_CH;;;;
;;;;;;;;;;;;;;;;;;;2N][*];;;;
80;;PC12/[SPI3_MOSI/I2S3_SD/USART;;;;;;;80;;;Passive;;1;True;;True;;PC12/[SPI3_MO;;0mm;;
;;3_CK/UART5_TX/TIM8_CH3N][*];;;;;;;;;;;;;;;;;SI/I2S3_SD/USA;;;;
;;;;;;;;;;;;;;;;;;;RT3_CK/UART5;;;;
;;;;;;;;;;;;;;;;;;;_TX/TIM8_CH3N;;;;
;;;;;;;;;;;;;;;;;;;][*];;;;
81;;PD0/[CAN_RX][*];;;;;;;81;;;Passive;;1;True;;True;;PD0/[CAN_RX][*;;0mm;;
;;;;;;;;;;;;;;;;;;;];;;;
82;;PD1/[CAN_TX/TIM8_CH4/TIM8_BKI;;;;;;;82;;;Passive;;1;True;;True;;PD1/[CAN_TX/TI;;0mm;;
;;N2][*];;;;;;;;;;;;;;;;;M8_CH4/TIM8_B;;;;
;;;;;;;;;;;;;;;;;;;KIN2][*];;;;
83;;PD2/[UART5_RX/TIM3_ETR/TIM8_B;;;;;;;83;;;Passive;;1;True;;True;;PD2/[UART5_RX;;0mm;;
;;KIN][*];;;;;;;;;;;;;;;;;/TIM3_ETR/TIM8;;;;
;;;;;;;;;;;;;;;;;;;_BKIN][*];;;;
84;;PD3/[USART2_CTS/TIM2_CH1_ETR;;;;;;;84;;;Passive;;1;True;;True;;PD3/[USART2_;;0mm;;
;;][*];;;;;;;;;;;;;;;;;CTS/TIM2_CH1_;;;;
;;;;;;;;;;;;;;;;;;;ETR][*];;;;
85;;PD4/[USART2_RTS/TIM2_CH2][*];;;;;;;85;;;Passive;;1;True;;True;;PD4/[USART2_;;0mm;;
;;;;;;;;;;;;;;;;;;;RTS/TIM2_CH2][;;;;
;;;;;;;;;;;;;;;;;;;*];;;;
86;;PD5/[USART2_TX][*];;;;;;;86;;;Passive;;1;True;;True;;PD5/[USART2_T;;0mm;;
;;;;;;;;;;;;;;;;;;;X][*];;;;
87;;PD6/[USART2_RX/TIM2_CH4][*];;;;;;;87;;;Passive;;1;True;;True;;PD6/[USART2_;;0mm;;
;;;;;;;;;;;;;;;;;;;RX/TIM2_CH4][*];;;;
88;;PC7/[USART2_CK/TIM2_CH3][*];;;;;;;88;;;Passive;;1;True;;True;;PC7/[USART2_;;0mm;;
;;;;;;;;;;;;;;;;;;;CK/TIM2_CH3][*;;;;
;;;;;;;;;;;;;;;;;;;];;;;
89;;JTDO-TRACESWO -PB3/[SPI3_SCK;;;;;;;89;;;Passive;;1;True;;True;;JTDO-TRACES;;0mm;;
;;/I2S3_CK/SPI1_SCK/USART2_TX/TI;;;;;;;;;;;;;;;;;WO -PB3/[SPI3_;;;;
;;M2_CH2/TIM3_ETR/TIM4_ETR/TIM8;;;;;;;;;;;;;;;;;SCK/I2S3_CK/S;;;;
;;_CH1N/TSC_G5_IO1][*];;;;;;;;;;;;;;;;;PI1_SCK/USAR;;;;
;;;;;;;;;;;;;;;;;;;T2_TX/TIM2_CH;;;;
;;;;;;;;;;;;;;;;;;;2/TIM3_ETR/TIM;;;;
;;;;;;;;;;;;;;;;;;;4_ETR/TIM8_CH;;;;
;;;;;;;;;;;;;;;;;;;1N/TSC_G5_IO1;;;;
;;;;;;;;;;;;;;;;;;;][*];;;;
90;;JTRST -PB4/[SPI3_MISO/I2S3ext_S;;;;;;;90;;;Passive;;1;True;;True;;JTRST -PB4/[SP;;0mm;;
;;D/SPI1_MISO/USART2_RX/TIM3_C;;;;;;;;;;;;;;;;;I3_MISO/I2S3ext;;;;
;;H1/TIM16_CH1/TIM17_BKIN/TIM8_C;;;;;;;;;;;;;;;;;_SD/SPI1_MISO;;;;
;;H2N/TSC_G5_IO2] [*];;;;;;;;;;;;;;;;;/USART2_RX/TI;;;;
;;;;;;;;;;;;;;;;;;;M3_CH1/TIM16_;;;;
;;;;;;;;;;;;;;;;;;;CH1/TIM17_BKI;;;;
;;;;;;;;;;;;;;;;;;;N/TIM8_CH2N/T;;;;
;;;;;;;;;;;;;;;;;;;SC_G5_IO2] [*];;;;
91;;PB5/[SPI3_MOSI/SPI1_MOSI/I2S3_;;;;;;;91;;;Passive;;1;True;;True;;PB5/[SPI3_MOS;;0mm;;
;;SD/I2C1_SMBAI/USART2_CK/TIM16;;;;;;;;;;;;;;;;;I/SPI1_MOSI/I2S;;;;
;;_BKIN/TIM3_CH2/TIM8_CH3N/TIM1;;;;;;;;;;;;;;;;;3_SD/I2C1_SMB;;;;
;;7_CH1/I2C3_SDA][*];;;;;;;;;;;;;;;;;AI/USART2_CK/;;;;
;;;;;;;;;;;;;;;;;;;TIM16_BKIN/TI;;;;
;;;;;;;;;;;;;;;;;;;M3_CH2/TIM8_;;;;
;;;;;;;;;;;;;;;;;;;CH3N/TIM17_C;;;;
;;;;;;;;;;;;;;;;;;;H1/I2C3_SDA][*];;;;
92;;PB6/[I2C1_SCL/USART1_TX/TIM16_;;;;;;;92;;;Passive;;1;True;;True;;PB6/[I2C1_SCL/;;0mm;;
;;CH1N/TIM4_CH1/TIM8_CH1/TSC_G;;;;;;;;;;;;;;;;;USART1_TX/TI;;;;
;;;;;;;;;;;;;;;;;;;;;;;
среда 24-окт-24.2018   12:07:31 PM;;;;;;;;;;;;;;;;;;;;;;;Page 7 of 8
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;;;;Desc;;;LQFP100_A;;;Type;;Owner;Show;;Number;;Name;;Pin/Pkg Length;;
;;5_IO3/TIM8_ETR/TIM8_BKIN2][*];;;;;;;;;;;;;;;;;M16_CH1N/TIM;;;;
;;;;;;;;;;;;;;;;;;;4_CH1/TIM8_CH;;;;
;;;;;;;;;;;;;;;;;;;1/TSC_G5_IO3/;;;;
;;;;;;;;;;;;;;;;;;;TIM8_ETR/TIM8;;;;
;;;;;;;;;;;;;;;;;;;_BKIN2][*];;;;
93;;PB7/[I2C1_SDA/USART1_RX/TIM3_;;;;;;;93;;;Passive;;1;True;;True;;PB7/[I2C1_SDA/;;0mm;;
;;CH4/TIM4_CH2/TIM17_CH1N/TIM8_;;;;;;;;;;;;;;;;;USART1_RX/TI;;;;
;;BKIN/TSC_G5_IO4][*];;;;;;;;;;;;;;;;;M3_CH4/TIM4_;;;;
;;;;;;;;;;;;;;;;;;;CH2/TIM17_CH1;;;;
;;;;;;;;;;;;;;;;;;;N/TIM8_BKIN/T;;;;
;;;;;;;;;;;;;;;;;;;SC_G5_IO4][*];;;;
94;;BOOT0;;;;;;;94;;;Passive;;1;True;;True;;BOOT0;;0mm;;
95;;PB8/[I2C1_SCL/CAN_RX/USART3_;;;;;;;95;;;Passive;;1;True;;True;;PB8/[I2C1_SCL/;;0mm;;
;;RX/TIM16_CH1/TIM4_CH3/TIM8_CH;;;;;;;;;;;;;;;;;CAN_RX/USART;;;;
;;2/TIM1_BKIN/TSC_SYNC/COMP1_O;;;;;;;;;;;;;;;;;3_RX/TIM16_CH;;;;
;;UT][*];;;;;;;;;;;;;;;;;1/TIM4_CH3/TIM;;;;
;;;;;;;;;;;;;;;;;;;8_CH2/TIM1_BK;;;;
;;;;;;;;;;;;;;;;;;;IN/TSC_SYNC/C;;;;
;;;;;;;;;;;;;;;;;;;OMP1_OUT][*];;;;
96;;PB9/[I2C1_SDA/CAN_TX/USART3_T;;;;;;;96;;;Passive;;1;True;;True;;PB9/[I2C1_SDA/;;0mm;;
;;X/TIM17_CH1/TIM4_CH4/TIM8_CH3/;;;;;;;;;;;;;;;;;CAN_TX/USART;;;;
;;IR_OUT/COMP2_OUT][*];;;;;;;;;;;;;;;;;3_TX/TIM17_CH;;;;
;;;;;;;;;;;;;;;;;;;1/TIM4_CH4/TIM;;;;
;;;;;;;;;;;;;;;;;;;8_CH3/IR_OUT/;;;;
;;;;;;;;;;;;;;;;;;;COMP2_OUT][*];;;;
97;;PE0/[USART1_TX/TIM4_ETR/TIM16;;;;;;;97;;;Passive;;1;True;;True;;PE0/[USART1_T;;0mm;;
;;_CH1/TIM20_ETR][*];;;;;;;;;;;;;;;;;X/TIM4_ETR/TI;;;;
;;;;;;;;;;;;;;;;;;;M16_CH1/TIM20;;;;
;;;;;;;;;;;;;;;;;;;_ETR][*];;;;
98;;PE1/[USART1_RX/TIM17_CH1/TIM2;;;;;;;98;;;Passive;;1;True;;True;;PE1/[USART1_R;;0mm;;
;;0_CH4][*];;;;;;;;;;;;;;;;;X/TIM17_CH1/TI;;;;
;;;;;;;;;;;;;;;;;;;M20_CH4][*];;;;
99;;VSS;;;;;;;99;;;Passive;;1;True;;True;;VSS;;0mm;;
100;;VDD;;;;;;;100;;;Passive;;1;True;;True;;VDD;;0mm;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
среда 24-окт-24.2018   12:07:31 PM;;;;;;;;;;;;;;;;;;;;;;;Page 8 of 8
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
