;;;;;;;;;;;;;;;;;;;;;;;;
Report Generated From Altium Designer;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;X/UART7_T;;;;;;;;;;;;;;;;;;;;;;
;;X/CAN3_TX;;;;;;;;;;;;;;;;;;;;;;
;;][*];;;;;;;;;;;;;;;;;;;;;;
78;;PC10/[SPI3;;;;;78;;;Passive;;1;;True;;True;;PC10/[SPI3_SCK/U;;;0mm;;;
;;_SCK/USA;;;;;;;;;;;;;;;;SART3_TX][*];;;;;;
;;RT3_TX][*];;;;;;;;;;;;;;;;;;;;;;
79;;PC11/[SPI3;;;;;79;;;Passive;;1;;True;;True;;PC11/[SPI3_MISO/;;;0mm;;;
;;_MISO/USA;;;;;;;;;;;;;;;;USART3_RX/UART;;;;;;
;;RT3_RX/UA;;;;;;;;;;;;;;;;4_RX][*];;;;;;
;;RT4_RX][*];;;;;;;;;;;;;;;;;;;;;;
80;;PC12/[SPI3;;;;;80;;;Passive;;1;;True;;True;;PC12/[SPI3_MOSI/;;;0mm;;;
;;_MOSI/USA;;;;;;;;;;;;;;;;USART3_CK/UAR;;;;;;
;;RT3_CK/UA;;;;;;;;;;;;;;;;T5_TX][*];;;;;;
;;RT5_TX][*];;;;;;;;;;;;;;;;;;;;;;
81;;PD0/[CAN1;;;;;81;;;Passive;;1;;True;;True;;PD0/[CAN1_RX/UA;;;0mm;;;
;;_RX/UART4;;;;;;;;;;;;;;;;RT4_RX][*];;;;;;
;;_RX][*];;;;;;;;;;;;;;;;;;;;;;
82;;PD1/[CAN1;;;;;82;;;Passive;;1;;True;;True;;PD1/[CAN1_TX/UA;;;0mm;;;
;;_TX/UART4;;;;;;;;;;;;;;;;RT4_TX][*];;;;;;
;;_TX][*];;;;;;;;;;;;;;;;;;;;;;
83;;PD2/[TIM3_;;;;;83;;;Passive;;1;;True;;True;;PD2/[TIM3_ETR/U;;;0mm;;;
;;ETR/UART5;;;;;;;;;;;;;;;;ART5_RX][*];;;;;;
;;_RX][*];;;;;;;;;;;;;;;;;;;;;;
84;;PD3/[TRAC;;;;;84;;;Passive;;1;;True;;True;;PD3/[TRACED1/SP;;;0mm;;;
;;ED1/SPI2_;;;;;;;;;;;;;;;;I2_SCK/USART2_;;;;;;
;;SCK/USAR;;;;;;;;;;;;;;;;CTS][*];;;;;;
;;T2_CTS][*];;;;;;;;;;;;;;;;;;;;;;
85;;PD4/[USAR;;;;;85;;;Passive;;1;;True;;True;;PD4/[USART2_RT;;;0mm;;;
;;T2_RTS][*];;;;;;;;;;;;;;;;S][*];;;;;;
86;;PD5/[USAR;;;;;86;;;Passive;;1;;True;;True;;PD5/[USART2_TX][;;;0mm;;;
;;T2_TX][*];;;;;;;;;;;;;;;;*];;;;;;
87;;PD6/[SPI3_;;;;;87;;;Passive;;1;;True;;True;;PD6/[SPI3_MOSI/U;;;0mm;;;
;;MOSI/USA;;;;;;;;;;;;;;;;SART2_RX][*];;;;;;
;;RT2_RX][*];;;;;;;;;;;;;;;;;;;;;;
88;;PD7/[USAR;;;;;88;;;Passive;;1;;True;;True;;PD7/[USART2_CK];;;0mm;;;
;;T2_CK][*];;;;;;;;;;;;;;;;[*];;;;;;
89;;JTDO-TRA;;;;;89;;;Passive;;1;;True;;True;;JTDO-TRACESWO;;;0mm;;;
;;CESWO -P;;;;;;;;;;;;;;;;-PB3/[TIM2_CH2/S;;;;;;
;;B3/[TIM2_C;;;;;;;;;;;;;;;;PI1_SCK/SPI3_SC;;;;;;
;;H2/SPI1_S;;;;;;;;;;;;;;;;K/USART1_RX/UA;;;;;;
;;CK/SPI3_S;;;;;;;;;;;;;;;;RT7_RX/I2C2_SDA;;;;;;
;;CK/USART;;;;;;;;;;;;;;;;/CAN3_RX][*];;;;;;
;;1_RX/UART;;;;;;;;;;;;;;;;;;;;;;
;;7_RX/I2C2_;;;;;;;;;;;;;;;;;;;;;;
;;SDA/CAN3_;;;;;;;;;;;;;;;;;;;;;;
;;RX][*];;;;;;;;;;;;;;;;;;;;;;
90;;JTRST -PB;;;;;90;;;Passive;;1;;True;;True;;JTRST -PB4/[TIM3;;;0mm;;;
;;4/[TIM3_CH;;;;;;;;;;;;;;;;_CH1/SPI1_MISO/;;;;;;
;;1/SPI1_MIS;;;;;;;;;;;;;;;;SPI3_MISO/UART7;;;;;;
;;O/SPI3_MIS;;;;;;;;;;;;;;;;_TX/I2C3_SDA/CA;;;;;;
;;O/UART7_T;;;;;;;;;;;;;;;;N3_TX] [*];;;;;;
;;X/I2C3_SD;;;;;;;;;;;;;;;;;;;;;;
;;A/CAN3_TX;;;;;;;;;;;;;;;;;;;;;;
;;] [*];;;;;;;;;;;;;;;;;;;;;;
91;;PB5/[LPTIM;;;;;91;;;Passive;;1;;True;;True;;PB5/[LPTIM1_IN1/;;;0mm;;;
;;1_IN1/TIM3;;;;;;;;;;;;;;;;TIM3_CH2/I2C1_S;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
воскресенье 21-окт-21.2018   8:25:05 PM;;;;;;;;;;;;;;;;;;;;;;;Page 6 of 7;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;_CH2/I2C1_;;;;;;;;;;;;;;;;MBA/SPI1_MOSI/S;;;;;;
;;SMBA/SPI1;;;;;;;;;;;;;;;;PI3_MOSI/CAN2_R;;;;;;
;;_MOSI/SPI3;;;;;;;;;;;;;;;;X/UART5_RX][*];;;;;;
;;_MOSI/CAN;;;;;;;;;;;;;;;;;;;;;;
;;2_RX/UART;;;;;;;;;;;;;;;;;;;;;;
;;5_RX][*];;;;;;;;;;;;;;;;;;;;;;
92;;PB6/[LPTIM;;;;;92;;;Passive;;1;;True;;True;;PB6/[LPTIM1_ETR/;;;0mm;;;
;;1_ETR/TIM;;;;;;;;;;;;;;;;TIM4_CH1/I2C1_S;;;;;;
;;4_CH1/I2C1;;;;;;;;;;;;;;;;CL/USART1_TX/C;;;;;;
;;_SCL/USAR;;;;;;;;;;;;;;;;AN2_TX/UART5_T;;;;;;
;;T1_TX/CAN;;;;;;;;;;;;;;;;X][*];;;;;;
;;2_TX/UART;;;;;;;;;;;;;;;;;;;;;;
;;5_TX][*];;;;;;;;;;;;;;;;;;;;;;
93;;PB7/[LPTIM;;;;;93;;;Passive;;1;;True;;True;;PB7/[LPTIM1_IN2/;;;0mm;;;
;;1_IN2/TIM4;;;;;;;;;;;;;;;;TIM4_CH2/I2C1_S;;;;;;
;;_CH2/I2C1_;;;;;;;;;;;;;;;;DA/USART1_RX][*];;;;;;
;;SDA/USAR;;;;;;;;;;;;;;;;;;;;;;
;;T1_RX][*];;;;;;;;;;;;;;;;;;;;;;
94;;BOOT0;;;;;94;;;Passive;;1;;True;;True;;BOOT0;;;0mm;;;
95;;PB8/[LPTIM;;;;;95;;;Passive;;1;;True;;True;;PB8/[LPTIM1_OUT;;;0mm;;;
;;1_OUT/TIM;;;;;;;;;;;;;;;;/TIM4_CH3/TIM10_;;;;;;
;;4_CH3/TIM;;;;;;;;;;;;;;;;CH1/I2C1_SCL/SPI;;;;;;
;;10_CH1/I2C;;;;;;;;;;;;;;;;5_MOSI/CAN1_RX/;;;;;;
;;1_SCL/SPI5;;;;;;;;;;;;;;;;I2C3_SDA/UART5_;;;;;;
;;_MOSI/CAN;;;;;;;;;;;;;;;;RX]][*];;;;;;
;;1_RX/I2C3_;;;;;;;;;;;;;;;;;;;;;;
;;SDA/UART;;;;;;;;;;;;;;;;;;;;;;
;;5_RX]][*];;;;;;;;;;;;;;;;;;;;;;
96;;PB9/[TIM4_;;;;;96;;;Passive;;1;;True;;True;;PB9/[TIM4_CH4/TI;;;0mm;;;
;;CH4/TIM11;;;;;;;;;;;;;;;;M11_CH1/I2C1_SD;;;;;;
;;_CH1/I2C1_;;;;;;;;;;;;;;;;A/SPI2_NSS/CAN1;;;;;;
;;SDA/SPI2_;;;;;;;;;;;;;;;;_TX/I2C2_SDA/UA;;;;;;
;;NSS/CAN1_;;;;;;;;;;;;;;;;RT5_TX][*];;;;;;
;;TX/I2C2_S;;;;;;;;;;;;;;;;;;;;;;
;;DA/UART5_;;;;;;;;;;;;;;;;;;;;;;
;;TX][*];;;;;;;;;;;;;;;;;;;;;;
97;;PE0/[TIM4_;;;;;97;;;Passive;;1;;True;;True;;PE0/[TIM4_ETR/U;;;0mm;;;
;;ETR/UART8;;;;;;;;;;;;;;;;ART8_Rx][*];;;;;;
;;_Rx][*];;;;;;;;;;;;;;;;;;;;;;
98;;PE1/[UART;;;;;98;;;Passive;;1;;True;;True;;PE1/[UART8_Tx][*];;;0mm;;;
;;8_Tx][*];;;;;;;;;;;;;;;;;;;;;;
99;;VSS;;;;;99;;;Passive;;1;;True;;True;;VSS;;;0mm;;;
100;;VDD;;;;;100;;;Passive;;1;;True;;True;;VDD;;;0mm;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
воскресенье 21-окт-21.2018   8:25:05 PM;;;;;;;;;;;;;;;;;;;;;;;Page 7 of 7;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
